,level_0,src_id,station_na,station_fi,historic_c,station_la,station_lo,station_el,first_year,last_year,raster_id,geometry,computed_height,difference_height,slope_steepness,abs_slope_steepness,dir_slope_steepness
280,280,00883,LACOCK,lacock,wiltshire,51.431,-2.115,49,1961,2020,1,"POLYGON ((-2.0900000000000003 51.431, -2.0901203818331955 51.42854957149176, -2.0904803679899193 51.42612274194959, -2.091076491606695 51.423742883068634, -2.091903011687218 51.42143291419087, -2.0929519683912914 51.419215081579345, -2.0942132596924368 51.41711074417451, -2.095674738665932 51.415140167895906, -2.0973223304703366 51.413322330470336, -2.099140167895909 51.41167473866593, -2.1011107441745103 51.41021325969243, -2.1032150815793504 51.408951968391285, -2.1054329141908728 51.40790301168722, -2.1077428830686387 51.407076491606695, -2.110122741949597 51.406480367989914, -2.112549571491761 51.40612038183319, -2.115 51.406, -2.1174504285082394 51.40612038183319, -2.1198772580504035 51.406480367989914, -2.1222571169313618 51.407076491606695, -2.1245670858091277 51.40790301168722, -2.12678491842065 51.408951968391285, -2.12888925582549 51.41021325969243, -2.1308598321040915 51.41167473866593, -2.132677669529664 51.413322330470336, -2.1343252613340686 51.415140167895906, -2.1357867403075637 51.41711074417451, -2.137048031608709 51.419215081579345, -2.1380969883127823 51.42143291419087, -2.1389235083933054 51.423742883068634, -2.139519632010081 51.42612274194959, -2.139879618166805 51.42854957149176, -2.14 51.431, -2.139879618166805 51.43345042850824, -2.139519632010081 51.435877258050404, -2.1389235083933054 51.43825711693136, -2.1380969883127823 51.44056708580912, -2.137048031608709 51.44278491842065, -2.1357867403075637 51.44488925582549, -2.1343252613340686 51.44685983210409, -2.132677669529664 51.44867766952966, -2.1308598321040915 51.450325261334065, -2.12888925582549 51.45178674030756, -2.12678491842065 51.45304803160871, -2.1245670858091277 51.45409698831278, -2.1222571169313618 51.4549235083933, -2.1198772580504035 51.45551963201008, -2.1174504285082394 51.455879618166804, -2.115 51.455999999999996, -2.112549571491761 51.455879618166804, -2.110122741949597 51.45551963201008, -2.1077428830686387 51.4549235083933, -2.1054329141908728 51.45409698831278, -2.1032150815793504 51.45304803160871, -2.1011107441745103 51.45178674030756, -2.099140167895909 51.450325261334065, -2.0973223304703366 51.44867766952966, -2.095674738665932 51.44685983210409, -2.0942132596924368 51.44488925582549, -2.0929519683912914 51.44278491842065, -2.091903011687218 51.44056708580912, -2.091076491606695 51.43825711693136, -2.0904803679899193 51.435877258050404, -2.0901203818331955 51.43345042850824, -2.0900000000000003 51.431))",47,2,-0.77,0.77,nw-se
281,281,09092,SEAVINGTON,seavington,somerset,50.941,-2.861,85,2009,2020,1,"POLYGON ((-2.8360000000000003 50.941, -2.8361203818331955 50.93854957149176, -2.8364803679899193 50.936122741949596, -2.837076491606695 50.93374288306864, -2.837903011687218 50.93143291419088, -2.8389519683912914 50.92921508157935, -2.8402132596924368 50.92711074417451, -2.841674738665932 50.92514016789591, -2.8433223304703366 50.92332233047034, -2.845140167895909 50.921674738665935, -2.8471107441745103 50.92021325969244, -2.8492150815793504 50.91895196839129, -2.8514329141908727 50.91790301168722, -2.8537428830686387 50.9170764916067, -2.856122741949597 50.91648036798992, -2.858549571491761 50.916120381833196, -2.861 50.916000000000004, -2.8634504285082394 50.916120381833196, -2.8658772580504035 50.91648036798992, -2.8682571169313618 50.9170764916067, -2.8705670858091277 50.91790301168722, -2.87278491842065 50.91895196839129, -2.87488925582549 50.92021325969244, -2.8768598321040915 50.921674738665935, -2.878677669529664 50.92332233047034, -2.8803252613340686 50.92514016789591, -2.8817867403075637 50.92711074417451, -2.883048031608709 50.92921508157935, -2.8840969883127823 50.93143291419088, -2.8849235083933054 50.93374288306864, -2.885519632010081 50.936122741949596, -2.885879618166805 50.93854957149176, -2.886 50.941, -2.885879618166805 50.94345042850824, -2.885519632010081 50.94587725805041, -2.8849235083933054 50.948257116931366, -2.8840969883127823 50.950567085809126, -2.883048031608709 50.952784918420654, -2.8817867403075637 50.95488925582549, -2.8803252613340686 50.956859832104094, -2.878677669529664 50.95867766952966, -2.8768598321040915 50.96032526133407, -2.87488925582549 50.961786740307566, -2.87278491842065 50.963048031608714, -2.8705670858091277 50.96409698831278, -2.8682571169313618 50.964923508393305, -2.8658772580504035 50.965519632010086, -2.8634504285082394 50.96587961816681, -2.861 50.966, -2.858549571491761 50.96587961816681, -2.856122741949597 50.965519632010086, -2.8537428830686387 50.964923508393305, -2.8514329141908727 50.96409698831278, -2.8492150815793504 50.963048031608714, -2.8471107441745103 50.961786740307566, -2.845140167895909 50.96032526133407, -2.8433223304703366 50.95867766952966, -2.841674738665932 50.956859832104094, -2.8402132596924368 50.95488925582549, -2.8389519683912914 50.952784918420654, -2.837903011687218 50.950567085809126, -2.837076491606695 50.948257116931366, -2.8364803679899193 50.94587725805041, -2.8361203818331955 50.94345042850824, -2.8360000000000003 50.941))",91,6,-5.14,5.14,ne-sw
282,282,00915,LOCHGILPHEAD,lochgilphead,argyll-in-strathclyde-region,56.034,-5.428,6,1984,2020,5,"POLYGON ((-5.403 56.034, -5.403120381833195 56.03154957149176, -5.4034803679899195 56.02912274194959, -5.404076491606695 56.026742883068636, -5.404903011687217 56.024432914190875, -5.405951968391291 56.02221508157935, -5.407213259692436 56.02011074417451, -5.4086747386659315 56.01814016789591, -5.410322330470336 56.01632233047034, -5.412140167895909 56.01467473866593, -5.4141107441745095 56.013213259692435, -5.41621508157935 56.01195196839129, -5.4184329141908725 56.01090301168722, -5.420742883068638 56.010076491606696, -5.423122741949597 56.009480367989916, -5.425549571491761 56.00912038183319, -5.428 56.009, -5.430450428508239 56.00912038183319, -5.432877258050403 56.009480367989916, -5.4352571169313615 56.010076491606696, -5.437567085809127 56.01090301168722, -5.43978491842065 56.01195196839129, -5.44188925582549 56.013213259692435, -5.443859832104091 56.01467473866593, -5.445677669529664 56.01632233047034, -5.447325261334068 56.01814016789591, -5.448786740307564 56.02011074417451, -5.450048031608709 56.02221508157935, -5.451096988312782 56.024432914190875, -5.451923508393305 56.026742883068636, -5.45251963201008 56.02912274194959, -5.452879618166805 56.03154957149176, -5.453 56.034, -5.452879618166805 56.03645042850824, -5.45251963201008 56.038877258050405, -5.451923508393305 56.04125711693136, -5.451096988312782 56.04356708580912, -5.450048031608709 56.04578491842065, -5.448786740307564 56.04788925582549, -5.447325261334068 56.04985983210409, -5.445677669529664 56.05167766952966, -5.443859832104091 56.05332526133407, -5.44188925582549 56.05478674030756, -5.43978491842065 56.05604803160871, -5.437567085809127 56.05709698831278, -5.4352571169313615 56.0579235083933, -5.432877258050403 56.05851963201008, -5.430450428508239 56.058879618166806, -5.428 56.059, -5.425549571491761 56.058879618166806, -5.423122741949597 56.05851963201008, -5.420742883068638 56.0579235083933, -5.4184329141908725 56.05709698831278, -5.41621508157935 56.05604803160871, -5.4141107441745095 56.05478674030756, -5.412140167895909 56.05332526133407, -5.410322330470336 56.05167766952966, -5.4086747386659315 56.04985983210409, -5.407213259692436 56.04788925582549, -5.405951968391291 56.04578491842065, -5.404903011687217 56.04356708580912, -5.404076491606695 56.04125711693136, -5.4034803679899195 56.038877258050405, -5.403120381833195 56.03645042850824, -5.403 56.034))",8,2,-9.94,9.94,ew
283,283,00926,"BENMORE, YOUNGER BOTANIC GARDEN",benmore-younger-botanic-garden,argyll-in-strathclyde-region,56.028,-4.985,12,1961,2020,4,"POLYGON ((-4.96 56.028, -4.960120381833195 56.02554957149176, -4.96048036798992 56.02312274194959, -4.961076491606695 56.020742883068635, -4.961903011687218 56.018432914190875, -4.962951968391291 56.01621508157935, -4.964213259692436 56.01411074417451, -4.965674738665932 56.01214016789591, -4.967322330470337 56.01032233047034, -4.969140167895909 56.00867473866593, -4.97111074417451 56.007213259692435, -4.97321508157935 56.00595196839129, -4.975432914190873 56.00490301168722, -4.977742883068639 56.004076491606696, -4.9801227419495975 56.003480367989916, -4.982549571491761 56.00312038183319, -4.985 56.003, -4.9874504285082395 56.00312038183319, -4.989877258050403 56.003480367989916, -4.992257116931362 56.004076491606696, -4.994567085809128 56.00490301168722, -4.9967849184206505 56.00595196839129, -4.998889255825491 56.007213259692435, -5.000859832104092 56.00867473866593, -5.002677669529664 56.01032233047034, -5.004325261334069 56.01214016789591, -5.005786740307564 56.01411074417451, -5.00704803160871 56.01621508157935, -5.008096988312783 56.018432914190875, -5.0089235083933055 56.020742883068635, -5.009519632010081 56.02312274194959, -5.0098796181668055 56.02554957149176, -5.010000000000001 56.028, -5.0098796181668055 56.03045042850824, -5.009519632010081 56.032877258050405, -5.0089235083933055 56.03525711693136, -5.008096988312783 56.03756708580912, -5.00704803160871 56.03978491842065, -5.005786740307564 56.04188925582549, -5.004325261334069 56.04385983210409, -5.002677669529664 56.04567766952966, -5.000859832104092 56.047325261334066, -4.998889255825491 56.04878674030756, -4.9967849184206505 56.05004803160871, -4.994567085809128 56.05109698831278, -4.992257116931362 56.0519235083933, -4.989877258050403 56.05251963201008, -4.9874504285082395 56.052879618166806, -4.985 56.053, -4.982549571491761 56.052879618166806, -4.9801227419495975 56.05251963201008, -4.977742883068639 56.0519235083933, -4.975432914190873 56.05109698831278, -4.97321508157935 56.05004803160871, -4.97111074417451 56.04878674030756, -4.969140167895909 56.047325261334066, -4.967322330470337 56.04567766952966, -4.965674738665932 56.04385983210409, -4.964213259692436 56.04188925582549, -4.962951968391291 56.03978491842065, -4.961903011687218 56.03756708580912, -4.961076491606695 56.03525711693136, -4.96048036798992 56.032877258050405, -4.960120381833195 56.03045042850824, -4.96 56.028))",23,11,88.04,88.04,ne-sw
284,284,00949,"GARTOCHARN, PORTNELLAN FARM",gartocharn-portnellan-farm,dunbartonshire,56.048,-4.567,40,1992,2020,4,"POLYGON ((-4.542 56.048, -4.542120381833195 56.04554957149176, -4.54248036798992 56.043122741949595, -4.543076491606695 56.04074288306864, -4.543903011687218 56.03843291419088, -4.544951968391291 56.03621508157935, -4.546213259692436 56.03411074417451, -4.547674738665932 56.03214016789591, -4.5493223304703365 56.03032233047034, -4.551140167895909 56.028674738665934, -4.55311074417451 56.02721325969244, -4.55521508157935 56.02595196839129, -4.557432914190873 56.02490301168722, -4.559742883068639 56.0240764916067, -4.562122741949597 56.02348036798992, -4.564549571491761 56.023120381833195, -4.567 56.023, -4.569450428508239 56.023120381833195, -4.571877258050403 56.02348036798992, -4.574257116931362 56.0240764916067, -4.576567085809128 56.02490301168722, -4.57878491842065 56.02595196839129, -4.580889255825491 56.02721325969244, -4.582859832104091 56.028674738665934, -4.584677669529664 56.03032233047034, -4.586325261334069 56.03214016789591, -4.587786740307564 56.03411074417451, -4.589048031608709 56.03621508157935, -4.590096988312783 56.03843291419088, -4.590923508393305 56.04074288306864, -4.591519632010081 56.043122741949595, -4.591879618166805 56.04554957149176, -4.5920000000000005 56.048, -4.591879618166805 56.05045042850824, -4.591519632010081 56.05287725805041, -4.590923508393305 56.055257116931365, -4.590096988312783 56.057567085809126, -4.589048031608709 56.059784918420654, -4.587786740307564 56.06188925582549, -4.586325261334069 56.06385983210409, -4.584677669529664 56.06567766952966, -4.582859832104091 56.06732526133407, -4.580889255825491 56.068786740307566, -4.57878491842065 56.070048031608714, -4.576567085809128 56.07109698831278, -4.574257116931362 56.071923508393304, -4.571877258050403 56.072519632010085, -4.569450428508239 56.07287961816681, -4.567 56.073, -4.564549571491761 56.07287961816681, -4.562122741949597 56.072519632010085, -4.559742883068639 56.071923508393304, -4.557432914190873 56.07109698831278, -4.55521508157935 56.070048031608714, -4.55311074417451 56.068786740307566, -4.551140167895909 56.06732526133407, -4.5493223304703365 56.06567766952966, -4.547674738665932 56.06385983210409, -4.546213259692436 56.06188925582549, -4.544951968391291 56.059784918420654, -4.543903011687218 56.057567085809126, -4.543076491606695 56.055257116931365, -4.54248036798992 56.05287725805041, -4.542120381833195 56.05045042850824, -4.542 56.048))",41,1,-32.87,32.87,nw-se
285,285,00954,MUGDOCK PARK,mugdock-park,stirling-in-central-region,55.973,-4.33,165,1990,2020,4,"POLYGON ((-4.305 55.973, -4.305120381833195 55.97054957149176, -4.30548036798992 55.96812274194959, -4.306076491606695 55.965742883068636, -4.306903011687218 55.963432914190875, -4.307951968391291 55.96121508157935, -4.309213259692436 55.95911074417451, -4.310674738665932 55.95714016789591, -4.312322330470336 55.95532233047034, -4.314140167895909 55.95367473866593, -4.31611074417451 55.952213259692435, -4.31821508157935 55.95095196839129, -4.320432914190873 55.94990301168722, -4.3227428830686385 55.9490764916067, -4.325122741949597 55.948480367989916, -4.327549571491761 55.94812038183319, -4.33 55.948, -4.332450428508239 55.94812038183319, -4.334877258050403 55.948480367989916, -4.337257116931362 55.9490764916067, -4.3395670858091275 55.94990301168722, -4.34178491842065 55.95095196839129, -4.3438892558254905 55.952213259692435, -4.345859832104091 55.95367473866593, -4.347677669529664 55.95532233047034, -4.3493252613340685 55.95714016789591, -4.350786740307564 55.95911074417451, -4.352048031608709 55.96121508157935, -4.353096988312783 55.963432914190875, -4.353923508393305 55.965742883068636, -4.3545196320100805 55.96812274194959, -4.354879618166805 55.97054957149176, -4.355 55.973, -4.354879618166805 55.97545042850824, -4.3545196320100805 55.977877258050405, -4.353923508393305 55.98025711693136, -4.353096988312783 55.98256708580912, -4.352048031608709 55.98478491842065, -4.350786740307564 55.98688925582549, -4.3493252613340685 55.98885983210409, -4.347677669529664 55.99067766952966, -4.345859832104091 55.99232526133407, -4.3438892558254905 55.99378674030756, -4.34178491842065 55.99504803160871, -4.3395670858091275 55.99609698831278, -4.337257116931362 55.9969235083933, -4.334877258050403 55.99751963201008, -4.332450428508239 55.997879618166806, -4.33 55.998, -4.327549571491761 55.997879618166806, -4.325122741949597 55.99751963201008, -4.3227428830686385 55.9969235083933, -4.320432914190873 55.99609698831278, -4.31821508157935 55.99504803160871, -4.31611074417451 55.99378674030756, -4.314140167895909 55.99232526133407, -4.312322330470336 55.99067766952966, -4.310674738665932 55.98885983210409, -4.309213259692436 55.98688925582549, -4.307951968391291 55.98478491842065, -4.306903011687218 55.98256708580912, -4.306076491606695 55.98025711693136, -4.30548036798992 55.977877258050405, -4.305120381833195 55.97545042850824, -4.305 55.973))",174,9,6.0,6.0,nw-se
286,286,00963,GRANGEMOUTH REFINERY,grangemouth-refinery,stirling-in-central-region,56.009,-3.686,2,1970,2020,4,"POLYGON ((-3.661 56.009, -3.661120381833195 56.00654957149176, -3.661480367989919 56.004122741949594, -3.662076491606695 56.00174288306864, -3.662903011687218 55.999432914190876, -3.663951968391291 55.99721508157935, -3.6652132596924365 55.99511074417451, -3.6666747386659315 55.99314016789591, -3.6683223304703363 55.99132233047034, -3.6701401678959087 55.98967473866593, -3.67211074417451 55.98821325969244, -3.67421508157935 55.98695196839129, -3.6764329141908725 55.98590301168722, -3.6787428830686384 55.9850764916067, -3.6811227419495967 55.98448036798992, -3.6835495714917608 55.98412038183319, -3.686 55.984, -3.688450428508239 55.98412038183319, -3.6908772580504032 55.98448036798992, -3.6932571169313615 55.9850764916067, -3.6955670858091274 55.98590301168722, -3.6977849184206497 55.98695196839129, -3.69988925582549 55.98821325969244, -3.701859832104091 55.98967473866593, -3.7036776695296636 55.99132233047034, -3.7053252613340684 55.99314016789591, -3.7067867403075634 55.99511074417451, -3.7080480316087088 55.99721508157935, -3.709096988312782 55.999432914190876, -3.709923508393305 56.00174288306864, -3.710519632010081 56.004122741949594, -3.7108796181668047 56.00654957149176, -3.711 56.009, -3.7108796181668047 56.01145042850824, -3.710519632010081 56.01387725805041, -3.709923508393305 56.016257116931364, -3.709096988312782 56.018567085809124, -3.7080480316087088 56.02078491842065, -3.7067867403075634 56.02288925582549, -3.7053252613340684 56.02485983210409, -3.7036776695296636 56.02667766952966, -3.701859832104091 56.02832526133407, -3.69988925582549 56.029786740307564, -3.6977849184206497 56.03104803160871, -3.6955670858091274 56.03209698831278, -3.6932571169313615 56.0329235083933, -3.6908772580504032 56.03351963201008, -3.688450428508239 56.03387961816681, -3.686 56.034, -3.6835495714917608 56.03387961816681, -3.6811227419495967 56.03351963201008, -3.6787428830686384 56.0329235083933, -3.6764329141908725 56.03209698831278, -3.67421508157935 56.03104803160871, -3.67211074417451 56.029786740307564, -3.6701401678959087 56.02832526133407, -3.6683223304703363 56.02667766952966, -3.6666747386659315 56.02485983210409, -3.6652132596924365 56.02288925582549, -3.663951968391291 56.02078491842065, -3.662903011687218 56.018567085809124, -3.662076491606695 56.016257116931364, -3.661480367989919 56.01387725805041, -3.661120381833195 56.01145042850824, -3.661 56.009))",4,2,-0.21,0.21,ns
287,287,00980,"MOTHERWELL, STRATHCLYDE PARK",motherwell-strathclyde-park,lanarkshire,55.786,-4.023,22,1979,2020,4,"POLYGON ((-3.9979999999999998 55.786, -3.998120381833195 55.78354957149176, -3.998480367989919 55.781122741949595, -3.9990764916066945 55.77874288306864, -3.9999030116872176 55.77643291419088, -4.00095196839129 55.77421508157935, -4.002213259692436 55.77211074417451, -4.003674738665931 55.77014016789591, -4.005322330470336 55.76832233047034, -4.007140167895908 55.766674738665934, -4.009110744174509 55.76521325969244, -4.0112150815793495 55.76395196839129, -4.013432914190872 55.76290301168722, -4.015742883068638 55.7620764916067, -4.018122741949597 55.76148036798992, -4.0205495714917605 55.761120381833194, -4.023 55.761, -4.025450428508239 55.761120381833194, -4.0278772580504025 55.76148036798992, -4.030257116931361 55.7620764916067, -4.032567085809127 55.76290301168722, -4.03478491842065 55.76395196839129, -4.03688925582549 55.76521325969244, -4.038859832104091 55.766674738665934, -4.040677669529663 55.76832233047034, -4.042325261334068 55.77014016789591, -4.043786740307564 55.77211074417451, -4.045048031608709 55.77421508157935, -4.046096988312782 55.77643291419088, -4.046923508393305 55.77874288306864, -4.04751963201008 55.781122741949595, -4.047879618166805 55.78354957149176, -4.048 55.786, -4.047879618166805 55.78845042850824, -4.04751963201008 55.79087725805041, -4.046923508393305 55.793257116931365, -4.046096988312782 55.795567085809125, -4.045048031608709 55.79778491842065, -4.043786740307564 55.79988925582549, -4.042325261334068 55.80185983210409, -4.040677669529663 55.80367766952966, -4.038859832104091 55.80532526133407, -4.03688925582549 55.806786740307565, -4.03478491842065 55.80804803160871, -4.032567085809127 55.80909698831278, -4.030257116931361 55.809923508393304, -4.0278772580504025 55.810519632010084, -4.025450428508239 55.81087961816681, -4.023 55.811, -4.0205495714917605 55.81087961816681, -4.018122741949597 55.810519632010084, -4.015742883068638 55.809923508393304, -4.013432914190872 55.80909698831278, -4.0112150815793495 55.80804803160871, -4.009110744174509 55.806786740307565, -4.007140167895908 55.80532526133407, -4.005322330470336 55.80367766952966, -4.003674738665931 55.80185983210409, -4.002213259692436 55.79988925582549, -4.00095196839129 55.79778491842065, -3.9999030116872176 55.795567085809125, -3.9990764916066945 55.793257116931365, -3.998480367989919 55.79087725805041, -3.998120381833195 55.78845042850824, -3.9979999999999998 55.786))",22,0,-3.63,3.63,ns
288,288,00996,HUNTERSTON NO 3,hunterston-no-3,ayrshire,55.723,-4.893,8,1964,2020,4,"POLYGON ((-4.867999999999999 55.723, -4.868120381833195 55.72054957149176, -4.868480367989919 55.71812274194959, -4.869076491606695 55.715742883068636, -4.869903011687217 55.713432914190875, -4.8709519683912905 55.71121508157935, -4.872213259692436 55.70911074417451, -4.873674738665931 55.70714016789591, -4.875322330470336 55.70532233047034, -4.8771401678959085 55.70367473866593, -4.879110744174509 55.702213259692435, -4.88121508157935 55.70095196839129, -4.883432914190872 55.69990301168722, -4.885742883068638 55.6990764916067, -4.888122741949597 55.698480367989916, -4.890549571491761 55.69812038183319, -4.893 55.698, -4.895450428508239 55.69812038183319, -4.897877258050403 55.698480367989916, -4.900257116931361 55.6990764916067, -4.902567085809127 55.69990301168722, -4.90478491842065 55.70095196839129, -4.90688925582549 55.702213259692435, -4.908859832104091 55.70367473866593, -4.9106776695296634 55.70532233047034, -4.912325261334068 55.70714016789591, -4.913786740307564 55.70911074417451, -4.915048031608709 55.71121508157935, -4.916096988312782 55.713432914190875, -4.916923508393305 55.715742883068636, -4.91751963201008 55.71812274194959, -4.917879618166805 55.72054957149176, -4.918 55.723, -4.917879618166805 55.72545042850824, -4.91751963201008 55.727877258050405, -4.916923508393305 55.73025711693136, -4.916096988312782 55.73256708580912, -4.915048031608709 55.73478491842065, -4.913786740307564 55.73688925582549, -4.912325261334068 55.73885983210409, -4.9106776695296634 55.74067766952966, -4.908859832104091 55.74232526133407, -4.90688925582549 55.74378674030756, -4.90478491842065 55.74504803160871, -4.902567085809127 55.74609698831278, -4.900257116931361 55.7469235083933, -4.897877258050403 55.74751963201008, -4.895450428508239 55.747879618166806, -4.893 55.748, -4.890549571491761 55.747879618166806, -4.888122741949597 55.74751963201008, -4.885742883068638 55.7469235083933, -4.883432914190872 55.74609698831278, -4.88121508157935 55.74504803160871, -4.879110744174509 55.74378674030756, -4.8771401678959085 55.74232526133407, -4.875322330470336 55.74067766952966, -4.873674738665931 55.73885983210409, -4.872213259692436 55.73688925582549, -4.8709519683912905 55.73478491842065, -4.869903011687217 55.73256708580912, -4.869076491606695 55.73025711693136, -4.868480367989919 55.727877258050405, -4.868120381833195 55.72545042850824, -4.867999999999999 55.723))",7,1,-7.88,7.88,nw-se
289,289,25618,BRAMPTON NO 3,brampton-no-3,cumbria,54.935,-2.735,117,2001,2020,1,"POLYGON ((-2.71 54.935, -2.710120381833195 54.93254957149176, -2.710480367989919 54.930122741949596, -2.7110764916066947 54.92774288306864, -2.711903011687218 54.92543291419088, -2.712951968391291 54.92321508157935, -2.7142132596924364 54.92111074417451, -2.7156747386659315 54.91914016789591, -2.7173223304703362 54.91732233047034, -2.7191401678959086 54.915674738665935, -2.72111074417451 54.91421325969244, -2.72321508157935 54.91295196839129, -2.7254329141908724 54.91190301168722, -2.7277428830686383 54.9110764916067, -2.7301227419495966 54.91048036798992, -2.7325495714917607 54.910120381833195, -2.735 54.910000000000004, -2.737450428508239 54.910120381833195, -2.739877258050403 54.91048036798992, -2.7422571169313614 54.9110764916067, -2.7445670858091273 54.91190301168722, -2.7467849184206496 54.91295196839129, -2.74888925582549 54.91421325969244, -2.750859832104091 54.915674738665935, -2.7526776695296635 54.91732233047034, -2.7543252613340683 54.91914016789591, -2.7557867403075633 54.92111074417451, -2.7570480316087087 54.92321508157935, -2.758096988312782 54.92543291419088, -2.758923508393305 54.92774288306864, -2.7595196320100808 54.930122741949596, -2.7598796181668046 54.93254957149176, -2.76 54.935, -2.7598796181668046 54.93745042850824, -2.7595196320100808 54.93987725805041, -2.758923508393305 54.942257116931366, -2.758096988312782 54.944567085809126, -2.7570480316087087 54.946784918420654, -2.7557867403075633 54.94888925582549, -2.7543252613340683 54.95085983210409, -2.7526776695296635 54.95267766952966, -2.750859832104091 54.95432526133407, -2.74888925582549 54.955786740307566, -2.7467849184206496 54.957048031608714, -2.7445670858091273 54.95809698831278, -2.7422571169313614 54.958923508393305, -2.739877258050403 54.959519632010085, -2.737450428508239 54.95987961816681, -2.735 54.96, -2.7325495714917607 54.95987961816681, -2.7301227419495966 54.959519632010085, -2.7277428830686383 54.958923508393305, -2.7254329141908724 54.95809698831278, -2.72321508157935 54.957048031608714, -2.72111074417451 54.955786740307566, -2.7191401678959086 54.95432526133407, -2.7173223304703362 54.95267766952966, -2.7156747386659315 54.95085983210409, -2.7142132596924364 54.94888925582549, -2.712951968391291 54.946784918420654, -2.711903011687218 54.944567085809126, -2.7110764916066947 54.942257116931366, -2.710480367989919 54.93987725805041, -2.710120381833195 54.93745042850824, -2.71 54.935))",115,2,-5.85,5.85,nw-se
290,290,09280,WESTONZOYLAND,westonzoyland,somerset,51.115,-2.922,3,2007,2020,1,"POLYGON ((-2.8970000000000002 51.115, -2.8971203818331954 51.11254957149176, -2.8974803679899193 51.110122741949596, -2.898076491606695 51.10774288306864, -2.898903011687218 51.10543291419088, -2.8999519683912913 51.10321508157935, -2.9012132596924367 51.10111074417451, -2.9026747386659317 51.09914016789591, -2.9043223304703365 51.09732233047034, -2.906140167895909 51.095674738665934, -2.90811074417451 51.09421325969244, -2.9102150815793504 51.09295196839129, -2.9124329141908727 51.09190301168722, -2.9147428830686386 51.0910764916067, -2.917122741949597 51.09048036798992, -2.919549571491761 51.090120381833195, -2.922 51.09, -2.9244504285082393 51.090120381833195, -2.9268772580504034 51.09048036798992, -2.9292571169313617 51.0910764916067, -2.9315670858091276 51.09190301168722, -2.93378491842065 51.09295196839129, -2.93588925582549 51.09421325969244, -2.9378598321040914 51.095674738665934, -2.939677669529664 51.09732233047034, -2.9413252613340686 51.09914016789591, -2.9427867403075636 51.10111074417451, -2.944048031608709 51.10321508157935, -2.945096988312782 51.10543291419088, -2.9459235083933053 51.10774288306864, -2.946519632010081 51.110122741949596, -2.946879618166805 51.11254957149176, -2.947 51.115, -2.946879618166805 51.11745042850824, -2.946519632010081 51.11987725805041, -2.9459235083933053 51.122257116931365, -2.945096988312782 51.124567085809126, -2.944048031608709 51.126784918420654, -2.9427867403075636 51.12888925582549, -2.9413252613340686 51.13085983210409, -2.939677669529664 51.13267766952966, -2.9378598321040914 51.13432526133407, -2.93588925582549 51.135786740307566, -2.93378491842065 51.137048031608714, -2.9315670858091276 51.13809698831278, -2.9292571169313617 51.138923508393304, -2.9268772580504034 51.139519632010085, -2.9244504285082393 51.13987961816681, -2.922 51.14, -2.919549571491761 51.13987961816681, -2.917122741949597 51.139519632010085, -2.9147428830686386 51.138923508393304, -2.9124329141908727 51.13809698831278, -2.9102150815793504 51.137048031608714, -2.90811074417451 51.135786740307566, -2.906140167895909 51.13432526133407, -2.9043223304703365 51.13267766952966, -2.9026747386659317 51.13085983210409, -2.9012132596924367 51.12888925582549, -2.8999519683912913 51.126784918420654, -2.898903011687218 51.124567085809126, -2.898076491606695 51.122257116931365, -2.8974803679899193 51.11987725805041, -2.8971203818331954 51.11745042850824, -2.8970000000000002 51.115))",5,2,-1.15,1.15,ns
