,level_0,src_id,station_na,station_fi,historic_c,station_la,station_lo,station_el,first_year,last_year,geometry,BASIN_ID,raster_id,rivers_in_watershed_df,closest_point_on_river,distance_closest_point_on_river,height_closest_point_on_river,diff_closest_point_on_river,abs_diff_closest_point_on_river
10,10,105,TULLOCH BRIDGE,tulloch-bridge,inverness-shire,56.867,-4.708,249,1990,2020,POINT (-4.708 56.867),44121,4,"      index  ARCID  UP_CELLS  \
1193   1193  35235       115   
1194   1194  35236       161   
1201   1201  35363       355   
1209   1209  35469       124   
1210   1210  35470       619   
...     ...    ...       ...   
1395   1395  38452       152   
1396   1396  38453       536   
1400   1400  38583       312   
1401   1401  38584       143   
1402   1402  38585       275   

                                               geometry  index_right  \
1193  LINESTRING (-4.66250 57.02083, -4.64792 57.006...           33   
1194  LINESTRING (-4.63750 57.00625, -4.64375 57.006...           33   
1201  LINESTRING (-4.64792 57.00208, -4.66042 57.002...           33   
1209  LINESTRING (-4.74583 57.00000, -4.73542 56.989...           33   
1210  LINESTRING (-4.68542 56.99375, -4.68958 56.993...           33   
...                                                 ...          ...   
1395  LINESTRING (-4.80000 56.80000, -4.78958 56.789...           33   
1396  LINESTRING (-4.76875 56.78125, -4.76458 56.781...           33   
1400  LINESTRING (-4.86250 56.78125, -4.85625 56.781...           33   
1401  LINESTRING (-4.71667 56.77292, -4.72708 56.772...           33   
1402  LINESTRING (-4.64583 56.77292, -4.63125 56.772...           33   

      BASIN_ID  AREA_SQKM  
1193     44121     1323.0  
1194     44121     1323.0  
1201     44121     1323.0  
1209     44121     1323.0  
1210     44121     1323.0  
...        ...        ...  
1395     44121     1323.0  
1396     44121     1323.0  
1400     44121     1323.0  
1401     44121     1323.0  
1402     44121     1323.0  

[63 rows x 7 columns]",POINT (-4.705916666666384 56.86491666666638),178.94649454585496,241.0,8.0,8.0
11,11,110,LENTRAN,lentran,inverness-shire,57.459,-4.373,146,2009,2020,POINT (-4.373 57.459),31871,4,,,,,,
12,12,111,DALWHINNIE NO 2,dalwhinnie-no-2,inverness-shire,56.94,-4.238,351,2000,2020,POINT (-4.238 56.94),26835,4,"      index  ARCID  UP_CELLS  \
480     480  26232     25323   
506     506  26562     25019   
512     512  26630       189   
515     515  26679       114   
563     563  27403     24883   
...     ...    ...       ...   
1248   1248  36115       310   
1253   1253  36221       465   
1267   1267  36471       168   
1270   1270  36534       190   
1304   1304  36941       506   

                                               geometry  index_right  \
480   LINESTRING (-3.09792 57.64375, -3.09792 57.67708)           19   
506   LINESTRING (-3.10625 57.61875, -3.10208 57.622...           19   
512   LINESTRING (-3.16667 57.61250, -3.15625 57.622...           19   
515   LINESTRING (-3.09167 57.60833, -3.09792 57.614...           19   
563   LINESTRING (-3.13958 57.55208, -3.13958 57.564...           19   
...                                                 ...          ...   
1248  LINESTRING (-3.87917 56.94375, -3.84792 56.943...           19   
1253  LINESTRING (-4.04792 56.93542, -4.04792 56.939...           19   
1267  LINESTRING (-4.06667 56.91875, -4.06042 56.918...           19   
1270  LINESTRING (-4.02083 56.91250, -4.02708 56.918...           19   
1304  LINESTRING (-4.25208 56.88333, -4.25208 56.893...           19   

      BASIN_ID  AREA_SQKM  
480      26835     2943.8  
506      26835     2943.8  
512      26835     2943.8  
515      26835     2943.8  
563      26835     2943.8  
...        ...        ...  
1248     26835     2943.8  
1253     26835     2943.8  
1267     26835     2943.8  
1270     26835     2943.8  
1304     26835     2943.8  

[140 rows x 7 columns]",POINT (-4.236499999999718 56.93849999999971),128.58987401558161,349.0,2.0,2.0
13,13,113,AVIEMORE,aviemore,inverness-shire,57.206,-3.828,228,1983,2020,POINT (-3.828 57.206),26835,4,"      index  ARCID  UP_CELLS  \
480     480  26232     25323   
506     506  26562     25019   
512     512  26630       189   
515     515  26679       114   
563     563  27403     24883   
...     ...    ...       ...   
1248   1248  36115       310   
1253   1253  36221       465   
1267   1267  36471       168   
1270   1270  36534       190   
1304   1304  36941       506   

                                               geometry  index_right  \
480   LINESTRING (-3.09792 57.64375, -3.09792 57.67708)           19   
506   LINESTRING (-3.10625 57.61875, -3.10208 57.622...           19   
512   LINESTRING (-3.16667 57.61250, -3.15625 57.622...           19   
515   LINESTRING (-3.09167 57.60833, -3.09792 57.614...           19   
563   LINESTRING (-3.13958 57.55208, -3.13958 57.564...           19   
...                                                 ...          ...   
1248  LINESTRING (-3.87917 56.94375, -3.84792 56.943...           19   
1253  LINESTRING (-4.04792 56.93542, -4.04792 56.939...           19   
1267  LINESTRING (-4.06667 56.91875, -4.06042 56.918...           19   
1270  LINESTRING (-4.02083 56.91250, -4.02708 56.918...           19   
1304  LINESTRING (-4.25208 56.88333, -4.25208 56.893...           19   

      BASIN_ID  AREA_SQKM  
480      26835     2943.8  
506      26835     2943.8  
512      26835     2943.8  
515      26835     2943.8  
563      26835     2943.8  
...        ...        ...  
1248     26835     2943.8  
1253     26835     2943.8  
1267     26835     2943.8  
1270     26835     2943.8  
1304     26835     2943.8  

[140 rows x 7 columns]",POINT (-3.8229166666668295 57.19374999999928),798.2215003868105,207.0,21.0,21.0
14,14,56463,CROMDALE,cromdale,moray-in-highland-region,57.337,-3.543,193,2009,2020,POINT (-3.543 57.337),26835,4,"      index  ARCID  UP_CELLS  \
480     480  26232     25323   
506     506  26562     25019   
512     512  26630       189   
515     515  26679       114   
563     563  27403     24883   
...     ...    ...       ...   
1248   1248  36115       310   
1253   1253  36221       465   
1267   1267  36471       168   
1270   1270  36534       190   
1304   1304  36941       506   

                                               geometry  index_right  \
480   LINESTRING (-3.09792 57.64375, -3.09792 57.67708)           19   
506   LINESTRING (-3.10625 57.61875, -3.10208 57.622...           19   
512   LINESTRING (-3.16667 57.61250, -3.15625 57.622...           19   
515   LINESTRING (-3.09167 57.60833, -3.09792 57.614...           19   
563   LINESTRING (-3.13958 57.55208, -3.13958 57.564...           19   
...                                                 ...          ...   
1248  LINESTRING (-3.87917 56.94375, -3.84792 56.943...           19   
1253  LINESTRING (-4.04792 56.93542, -4.04792 56.939...           19   
1267  LINESTRING (-4.06667 56.91875, -4.06042 56.918...           19   
1270  LINESTRING (-4.02083 56.91250, -4.02708 56.918...           19   
1304  LINESTRING (-4.25208 56.88333, -4.25208 56.893...           19   

      BASIN_ID  AREA_SQKM  
480      26835     2943.8  
506      26835     2943.8  
512      26835     2943.8  
515      26835     2943.8  
563      26835     2943.8  
...        ...        ...  
1248     26835     2943.8  
1253     26835     2943.8  
1267     26835     2943.8  
1270     26835     2943.8  
1304     26835     2943.8  

[140 rows x 7 columns]",POINT (-3.5395833333335016 57.339583333332605),256.87818460713714,188.0,5.0,5.0
15,15,114,DRUMNADROCHIT,drumnadrochit,inverness-shire,57.328,-4.486,53,2009,2020,POINT (-4.486 57.328),31607,4,"      index  ARCID  UP_CELLS  \
677     677  28781     15874   
744     744  29446       177   
819     819  30422       177   
828     828  30548       554   
829     829  30549      1203   
...     ...    ...       ...   
1140   1140  34608       123   
1141   1141  34609       148   
1148   1148  34712       169   
1151   1151  34778       226   
1177   1177  35071       533   

                                               geometry  index_right  \
677   LINESTRING (-4.25208 57.45625, -4.24792 57.460...           25   
744   LINESTRING (-4.24375 57.40833, -4.24375 57.414...           25   
819   LINESTRING (-4.70000 57.34792, -4.68958 57.347...           25   
828   LINESTRING (-4.68542 57.33958, -4.68125 57.335...           25   
829   LINESTRING (-4.65208 57.33125, -4.64792 57.331...           25   
...                                                 ...          ...   
1140  LINESTRING (-5.09583 57.04583, -5.08958 57.052...           25   
1141  LINESTRING (-4.92917 57.04583, -4.91875 57.056...           25   
1148  LINESTRING (-5.04583 57.03750, -5.03542 57.047...           25   
1151  LINESTRING (-5.41250 57.03333, -5.40625 57.039...           25   
1177  LINESTRING (-5.31667 57.01458, -5.29375 57.014...           25   

      BASIN_ID  AREA_SQKM  
677      31607     1848.0  
744      31607     1848.0  
819      31607     1848.0  
828      31607     1848.0  
829      31607     1848.0  
...        ...        ...  
1140     31607     1848.0  
1141     31607     1848.0  
1148     31607     1848.0  
1151     31607     1848.0  
1177     31607     1848.0  

[73 rows x 7 columns]",POINT (-4.483166666666378 57.32516666666638),240.35940824120894,49.0,4.0,4.0
16,16,132,KINLOSS,kinloss,moray-in-grampian-region,57.645,-3.563,5,1957,2020,POINT (-3.563 57.645),27866,4,"     index  ARCID  UP_CELLS  \
477    477  26229       216   
483    483  26280       112   

                                              geometry  index_right  BASIN_ID  \
477  LINESTRING (-3.51250 57.64375, -3.52292 57.643...           21     27866   
483  LINESTRING (-3.56250 57.63750, -3.56875 57.64375)           21     27866   

     AREA_SQKM  
477       39.1  
483       39.1  ",POINT (-3.563 57.647916666665935),173.4464890691444,5.0,0.0,0.0
17,17,137,LOSSIEMOUTH,lossiemouth,moray-in-grampian-region,57.711,-3.323,7,1989,2020,POINT (-3.323 57.711),25659,4,,,,,,
18,18,148,BALMORAL,balmoral,aberdeenshire,57.037,-3.22,283,2013,2020,POINT (-3.22 57.037),37897,4,"      index  ARCID  UP_CELLS  \
1047   1047  33388       149   
1054   1054  33510       592   
1055   1055  33511       142   
1061   1061  33748       103   
1062   1062  33749       751   
...     ...    ...       ...   
1261   1261  36366       286   
1265   1265  36419       363   
1268   1268  36472       360   
1277   1277  36664       198   
1283   1283  36719       186   

                                               geometry  index_right  \
1047  LINESTRING (-2.14583 57.13333, -2.13958 57.139...           31   
1054  LINESTRING (-2.46667 57.17292, -2.46042 57.172...           31   
1055  LINESTRING (-2.27500 57.13125, -2.28958 57.131...           31   
1061  LINESTRING (-3.34167 57.11250, -3.33542 57.106...           31   
1062  LINESTRING (-2.29375 57.12292, -2.28958 57.118...           31   
...                                                 ...          ...   
1261  LINESTRING (-3.32083 56.92500, -3.33125 56.935...           31   
1265  LINESTRING (-3.22500 56.92292, -3.18958 56.922...           31   
1268  LINESTRING (-3.52083 56.91875, -3.51458 56.918...           31   
1277  LINESTRING (-3.45000 56.90417, -3.43125 56.922...           31   
1283  LINESTRING (-3.39792 56.90000, -3.39792 56.906...           31   

      BASIN_ID  AREA_SQKM  
1047     37897     2130.7  
1054     37897     2130.7  
1055     37897     2130.7  
1061     37897     2130.7  
1062     37897     2130.7  
...        ...        ...  
1261     37897     2130.7  
1265     37897     2130.7  
1268     37897     2130.7  
1277     37897     2130.7  
1283     37897     2130.7  

[96 rows x 7 columns]",POINT (-3.2160000000004465 57.04099999999955),342.0139480869311,286.0,-3.0,3.0
19,19,150,ABOYNE NO 2,aboyne-no-2,aberdeenshire,57.076,-2.841,140,1990,2020,POINT (-2.841 57.076),37897,4,"      index  ARCID  UP_CELLS  \
1047   1047  33388       149   
1054   1054  33510       592   
1055   1055  33511       142   
1061   1061  33748       103   
1062   1062  33749       751   
...     ...    ...       ...   
1261   1261  36366       286   
1265   1265  36419       363   
1268   1268  36472       360   
1277   1277  36664       198   
1283   1283  36719       186   

                                               geometry  index_right  \
1047  LINESTRING (-2.14583 57.13333, -2.13958 57.139...           31   
1054  LINESTRING (-2.46667 57.17292, -2.46042 57.172...           31   
1055  LINESTRING (-2.27500 57.13125, -2.28958 57.131...           31   
1061  LINESTRING (-3.34167 57.11250, -3.33542 57.106...           31   
1062  LINESTRING (-2.29375 57.12292, -2.28958 57.118...           31   
...                                                 ...          ...   
1261  LINESTRING (-3.32083 56.92500, -3.33125 56.935...           31   
1265  LINESTRING (-3.22500 56.92292, -3.18958 56.922...           31   
1268  LINESTRING (-3.52083 56.91875, -3.51458 56.918...           31   
1277  LINESTRING (-3.45000 56.90417, -3.43125 56.922...           31   
1283  LINESTRING (-3.39792 56.90000, -3.39792 56.906...           31   

      BASIN_ID  AREA_SQKM  
1047     37897     2130.7  
1054     37897     2130.7  
1055     37897     2130.7  
1061     37897     2130.7  
1062     37897     2130.7  
...        ...        ...  
1261     37897     2130.7  
1265     37897     2130.7  
1268     37897     2130.7  
1277     37897     2130.7  
1283     37897     2130.7  

[96 rows x 7 columns]",POINT (-2.841 57.07291666666595),186.22291291691067,140.0,0.0,0.0
20,20,55827,BRAEMAR NO 2,braemar-no-2,aberdeenshire,57.011,-3.397,327,2005,2020,POINT (-3.397 57.011),37897,4,"      index  ARCID  UP_CELLS  \
1047   1047  33388       149   
1054   1054  33510       592   
1055   1055  33511       142   
1061   1061  33748       103   
1062   1062  33749       751   
...     ...    ...       ...   
1261   1261  36366       286   
1265   1265  36419       363   
1268   1268  36472       360   
1277   1277  36664       198   
1283   1283  36719       186   

                                               geometry  index_right  \
1047  LINESTRING (-2.14583 57.13333, -2.13958 57.139...           31   
1054  LINESTRING (-2.46667 57.17292, -2.46042 57.172...           31   
1055  LINESTRING (-2.27500 57.13125, -2.28958 57.131...           31   
1061  LINESTRING (-3.34167 57.11250, -3.33542 57.106...           31   
1062  LINESTRING (-2.29375 57.12292, -2.28958 57.118...           31   
...                                                 ...          ...   
1261  LINESTRING (-3.32083 56.92500, -3.33125 56.935...           31   
1265  LINESTRING (-3.22500 56.92292, -3.18958 56.922...           31   
1268  LINESTRING (-3.52083 56.91875, -3.51458 56.918...           31   
1277  LINESTRING (-3.45000 56.90417, -3.43125 56.922...           31   
1283  LINESTRING (-3.39792 56.90000, -3.39792 56.906...           31   

      BASIN_ID  AREA_SQKM  
1047     37897     2130.7  
1054     37897     2130.7  
1055     37897     2130.7  
1061     37897     2130.7  
1062     37897     2130.7  
...        ...        ...  
1261     37897     2130.7  
1265     37897     2130.7  
1268     37897     2130.7  
1277     37897     2130.7  
1283     37897     2130.7  

[96 rows x 7 columns]",POINT (-3.397916666666836 57.011),55.46053029101922,324.0,3.0,3.0
21,21,176,DURRIS,durris,kincardineshire,57.032,-2.404,107,1988,2020,POINT (-2.404 57.032),37897,4,"      index  ARCID  UP_CELLS  \
1047   1047  33388       149   
1054   1054  33510       592   
1055   1055  33511       142   
1061   1061  33748       103   
1062   1062  33749       751   
...     ...    ...       ...   
1261   1261  36366       286   
1265   1265  36419       363   
1268   1268  36472       360   
1277   1277  36664       198   
1283   1283  36719       186   

                                               geometry  index_right  \
1047  LINESTRING (-2.14583 57.13333, -2.13958 57.139...           31   
1054  LINESTRING (-2.46667 57.17292, -2.46042 57.172...           31   
1055  LINESTRING (-2.27500 57.13125, -2.28958 57.131...           31   
1061  LINESTRING (-3.34167 57.11250, -3.33542 57.106...           31   
1062  LINESTRING (-2.29375 57.12292, -2.28958 57.118...           31   
...                                                 ...          ...   
1261  LINESTRING (-3.32083 56.92500, -3.33125 56.935...           31   
1265  LINESTRING (-3.22500 56.92292, -3.18958 56.922...           31   
1268  LINESTRING (-3.52083 56.91875, -3.51458 56.918...           31   
1277  LINESTRING (-3.45000 56.90417, -3.43125 56.922...           31   
1283  LINESTRING (-3.39792 56.90000, -3.39792 56.906...           31   

      BASIN_ID  AREA_SQKM  
1047     37897     2130.7  
1054     37897     2130.7  
1055     37897     2130.7  
1061     37897     2130.7  
1062     37897     2130.7  
...        ...        ...  
1261     37897     2130.7  
1265     37897     2130.7  
1268     37897     2130.7  
1277     37897     2130.7  
1283     37897     2130.7  

[96 rows x 7 columns]",POINT (-2.404 57.031249999999275),45.35117352120091,103.0,4.0,4.0
22,22,159,FYVIE CASTLE,fyvie-castle,aberdeenshire,57.443,-2.39,55,1999,2020,POINT (-2.39 57.443),35031,4,"     index  ARCID  UP_CELLS  \
649    649  28368       138   
654    654  28436       550   
655    655  28437       152   
656    656  28438       265   
657    657  28439       114   
686    686  28850       403   
688    688  28897       159   
689    689  28898       837   
690    690  28899       169   
691    691  28900       534   
692    692  28901       299   
702    702  28964       131   
711    711  29093       131   
713    713  29153      1025   
719    719  29205      1478   
726    726  29317      1948   
735    735  29374       104   
736    736  29375      2656   
737    737  29376       107   
738    738  29377      2771   
750    750  29503       443   
753    753  29558       177   
757    757  29612       549   
761    761  29663       255   
768    768  29727       122   
778    778  29884      3552   
779    779  29885       639   
786    786  30000      4199   
792    792  30049       276   
797    797  30120      4910   
798    798  30121       160   
809    809  30255      5111   
810    810  30256       261   
827    827  30478      5417   
843    843  30672       493   
844    844  30673       251   
849    849  30739      5697   
856    856  30846      6047   
886    886  31229       346   

                                              geometry  index_right  BASIN_ID  \
649  LINESTRING (-2.47083 57.49375, -2.43958 57.493...           28     35031   
654  LINESTRING (-2.43125 57.48542, -2.42708 57.485...           28     35031   
655  LINESTRING (-2.41250 57.50000, -2.41875 57.493...           28     35031   
656  LINESTRING (-2.27292 57.52500, -2.27292 57.510...           28     35031   
657  LINESTRING (-2.24167 57.48958, -2.24792 57.489...           28     35031   
686  LINESTRING (-2.49792 57.45208, -2.49375 57.452...           28     35031   
688  LINESTRING (-2.53333 57.45208, -2.52292 57.452...           28     35031   
689  LINESTRING (-2.42292 57.48125, -2.41875 57.477...           28     35031   
690  LINESTRING (-2.37083 57.45625, -2.37708 57.456...           28     35031   
691  LINESTRING (-2.25208 57.48125, -2.25625 57.477...           28     35031   
692  LINESTRING (-2.14167 57.48125, -2.13125 57.481...           28     35031   
702  LINESTRING (-2.07917 57.44375, -2.09375 57.443...           28     35031   
711  LINESTRING (-2.50625 57.43333, -2.50625 57.439...           28     35031   
713  LINESTRING (-2.39375 57.44792, -2.39792 57.443...           28     35031   
719  LINESTRING (-2.39792 57.43125, -2.39375 57.427...           28     35031   
726  LINESTRING (-2.38542 57.42708, -2.37708 57.427...           28     35031   
735  LINESTRING (-2.38958 57.41250, -2.38958 57.418...           28     35031   
736  LINESTRING (-2.26875 57.44792, -2.26042 57.439...           28     35031   
737  LINESTRING (-2.20417 57.42500, -2.21042 57.418...           28     35031   
738  LINESTRING (-2.21042 57.41458, -2.19792 57.41458)           28     35031   
750  LINESTRING (-2.46458 57.40625, -2.46042 57.406...           28     35031   
753  LINESTRING (-2.52500 57.40208, -2.51042 57.402...           28     35031   
757  LINESTRING (-2.21042 57.39792, -2.19792 57.410...           28     35031   
761  LINESTRING (-2.28333 57.39792, -2.26875 57.397...           28     35031   
768  LINESTRING (-2.45833 57.38750, -2.46875 57.397...           28     35031   
778  LINESTRING (-2.19792 57.41458, -2.18125 57.414...           28     35031   
779  LINESTRING (-2.11042 57.44792, -2.11042 57.439...           28     35031   
786  LINESTRING (-2.13125 57.37708, -2.13125 57.372...           28     35031   
792  LINESTRING (-2.26250 57.36250, -2.25208 57.372...           28     35031   
797  LINESTRING (-2.12708 57.36875, -2.12292 57.368...           28     35031   
798  LINESTRING (-2.03750 57.38958, -2.02292 57.389...           28     35031   
809  LINESTRING (-2.01875 57.36042, -2.01458 57.360...           28     35031   
810  LINESTRING (-1.98750 57.38750, -1.98125 57.381...           28     35031   
827  LINESTRING (-1.99792 57.35208, -1.99375 57.347...           28     35031   
843  LINESTRING (-2.22917 57.32083, -2.22292 57.327...           28     35031   
844  LINESTRING (-2.11667 57.32083, -2.11042 57.327...           28     35031   
849  LINESTRING (-1.99792 57.33542, -1.99792 57.327...           28     35031   
856  LINESTRING (-1.99375 57.31875, -1.99375 57.314...           28     35031   
886  LINESTRING (-2.09167 57.28333, -2.08542 57.289...           28     35031   

     AREA_SQKM  
649      699.6  
654      699.6  
655      699.6  
656      699.6  
657      699.6  
686      699.6  
688      699.6  
689      699.6  
690      699.6  
691      699.6  
692      699.6  
702      699.6  
711      699.6  
713      699.6  
719      699.6  
726      699.6  
735      699.6  
736      699.6  
737      699.6  
738      699.6  
750      699.6  
753      699.6  
757      699.6  
761      699.6  
768      699.6  
778      699.6  
779      699.6  
786      699.6  
792      699.6  
797      699.6  
798      699.6  
809      699.6  
810      699.6  
827      699.6  
843      699.6  
844      699.6  
849      699.6  
856      699.6  
886      699.6  ",POINT (-2.39 57.44791666666594),294.0065224361954,47.0,8.0,8.0
23,23,160,CRAIBSTONE,craibstone,aberdeenshire,57.187,-2.215,102,2010,2020,POINT (-2.215 57.187),37319,4,"      index  ARCID  UP_CELLS  \
796     796  30119       268   
801     801  30172       144   
808     808  30254       431   
815     815  30363       814   
816     816  30364       156   
826     826  30477       364   
836     836  30621       156   
837     837  30622       150   
838     838  30623       252   
842     842  30671      1036   
848     848  30738      1691   
860     860  30906       580   
863     863  31038      1991   
864     864  31039       520   
899     899  31473      2629   
906     906  31538       171   
907     907  31539      6743   
917     917  31690       263   
923     923  31806      4361   
924     924  31807       198   
925     925  31808      4793   
927     927  31867       101   
928     928  31868      3166   
929     929  31869      3622   
930     930  31870      9510   
941     941  31995     10063   
942     942  31996       205   
948     948  32054      5699   
949     949  32055      6467   
950     950  32056      9831   
963     963  32174       366   
964     964  32175       265   
965     965  32176     10539   
966     966  32177       301   
969     969  32234      2470   
970     970  32235       143   
971     971  32236       229   
977     977  32348      2726   
978     978  32349      3021   
979     979  32350       693   
980     980  32351       138   
981     981  32352       534   
985     985  32396       345   
986     986  32397      2039   
987     987  32462       102   
988     988  32463       230   
992     992  32524      1700   
996     996  32572       172   
997     997  32637       204   
998     998  32638      1219   
999     999  32639       104   
1000   1000  32640     10946   
1009   1009  32826     11275   
1024   1024  33012       326   
1025   1025  33013       389   
1029   1029  33061       341   
1036   1036  33165       793   

                                               geometry  index_right  \
796   LINESTRING (-2.66250 57.40208, -2.62708 57.402...           30   
801   LINESTRING (-2.61250 57.36875, -2.60625 57.368...           30   
808   LINESTRING (-2.57708 57.36042, -2.57292 57.360...           30   
815   LINESTRING (-2.55625 57.35208, -2.54792 57.34375)           30   
816   LINESTRING (-2.54167 57.37083, -2.53542 57.364...           30   
826   LINESTRING (-2.69583 57.35208, -2.68125 57.352...           30   
836   LINESTRING (-2.46458 57.34583, -2.46458 57.335...           30   
837   LINESTRING (-2.39583 57.35208, -2.38958 57.352...           30   
838   LINESTRING (-2.34167 57.33542, -2.35625 57.335...           30   
842   LINESTRING (-2.54792 57.34375, -2.54375 57.339...           30   
848   LINESTRING (-2.50208 57.32292, -2.48958 57.322...           30   
860   LINESTRING (-2.74167 57.31875, -2.72708 57.318...           30   
863   LINESTRING (-2.45625 57.32708, -2.45208 57.327...           30   
864   LINESTRING (-2.38125 57.32708, -2.38125 57.310...           30   
899   LINESTRING (-2.38542 57.29792, -2.38125 57.297...           30   
906   LINESTRING (-2.47917 57.28333, -2.46458 57.268...           30   
907   LINESTRING (-2.43542 57.26458, -2.43125 57.264...           30   
917   LINESTRING (-2.91250 57.26875, -2.90625 57.268...           30   
923   LINESTRING (-2.73958 57.24375, -2.70625 57.24375)           30   
924   LINESTRING (-2.76667 57.27292, -2.75625 57.272...           30   
925   LINESTRING (-2.70625 57.24375, -2.70208 57.247...           30   
927   LINESTRING (-2.87500 57.23958, -2.86875 57.23958)           30   
928   LINESTRING (-2.86875 57.23958, -2.86458 57.243...           30   
929   LINESTRING (-2.84375 57.25208, -2.83125 57.252...           30   
930   LINESTRING (-2.36458 57.26875, -2.36042 57.264...           30   
941   LINESTRING (-2.28125 57.23125, -2.27708 57.23125)           30   
942   LINESTRING (-2.27500 57.26667, -2.28125 57.260...           30   
948   LINESTRING (-2.64375 57.24375, -2.63958 57.247...           30   
949   LINESTRING (-2.47292 57.22708, -2.45625 57.227...           30   
950   LINESTRING (-2.33958 57.23958, -2.33125 57.239...           30   
963   LINESTRING (-3.09167 57.25833, -3.08125 57.247...           30   
964   LINESTRING (-2.63958 57.21667, -2.63958 57.222...           30   
965   LINESTRING (-2.27708 57.23125, -2.20625 57.231...           30   
966   LINESTRING (-2.21667 57.27500, -2.19792 57.256...           30   
969   LINESTRING (-2.99792 57.21875, -2.98125 57.218...           30   
970   LINESTRING (-2.95417 57.23333, -2.94792 57.227...           30   
971   LINESTRING (-2.34167 57.21250, -2.34792 57.218...           30   
977   LINESTRING (-2.94792 57.21458, -2.94375 57.210...           30   
978   LINESTRING (-2.89375 57.20625, -2.88958 57.206...           30   
979   LINESTRING (-2.73958 57.20625, -2.73958 57.214...           30   
980   LINESTRING (-2.55833 57.20625, -2.51458 57.20625)           30   
981   LINESTRING (-2.51458 57.20625, -2.51042 57.210...           30   
985   LINESTRING (-3.17917 57.23750, -3.17292 57.231...           30   
986   LINESTRING (-3.00208 57.20208, -2.99792 57.206...           30   
987   LINESTRING (-2.90000 57.19583, -2.89375 57.202...           30   
988   LINESTRING (-2.28958 57.19583, -2.28958 57.202...           30   
992   LINESTRING (-3.07292 57.20208, -3.06042 57.202...           30   
996   LINESTRING (-2.79167 57.18750, -2.78542 57.193...           30   
997   LINESTRING (-3.16667 57.19792, -3.12708 57.197...           30   
998   LINESTRING (-3.10625 57.18542, -3.08542 57.185...           30   
999   LINESTRING (-2.17917 57.18542, -2.16875 57.18542)           30   
1000  LINESTRING (-2.18125 57.21875, -2.16875 57.206...           30   
1009  LINESTRING (-2.16875 57.18542, -2.16458 57.181...           30   
1024  LINESTRING (-3.02083 57.15833, -3.00625 57.172...           30   
1025  LINESTRING (-2.71875 57.15833, -2.71875 57.164...           30   
1029  LINESTRING (-2.54583 57.15625, -2.53542 57.156...           30   
1036  LINESTRING (-3.30417 57.16667, -3.29792 57.160...           30   

      BASIN_ID  AREA_SQKM  
796      37319     1309.8  
801      37319     1309.8  
808      37319     1309.8  
815      37319     1309.8  
816      37319     1309.8  
826      37319     1309.8  
836      37319     1309.8  
837      37319     1309.8  
838      37319     1309.8  
842      37319     1309.8  
848      37319     1309.8  
860      37319     1309.8  
863      37319     1309.8  
864      37319     1309.8  
899      37319     1309.8  
906      37319     1309.8  
907      37319     1309.8  
917      37319     1309.8  
923      37319     1309.8  
924      37319     1309.8  
925      37319     1309.8  
927      37319     1309.8  
928      37319     1309.8  
929      37319     1309.8  
930      37319     1309.8  
941      37319     1309.8  
942      37319     1309.8  
948      37319     1309.8  
949      37319     1309.8  
950      37319     1309.8  
963      37319     1309.8  
964      37319     1309.8  
965      37319     1309.8  
966      37319     1309.8  
969      37319     1309.8  
970      37319     1309.8  
971      37319     1309.8  
977      37319     1309.8  
978      37319     1309.8  
979      37319     1309.8  
980      37319     1309.8  
981      37319     1309.8  
985      37319     1309.8  
986      37319     1309.8  
987      37319     1309.8  
988      37319     1309.8  
992      37319     1309.8  
996      37319     1309.8  
997      37319     1309.8  
998      37319     1309.8  
999      37319     1309.8  
1000     37319     1309.8  
1009     37319     1309.8  
1024     37319     1309.8  
1025     37319     1309.8  
1029     37319     1309.8  
1036     37319     1309.8  ",POINT (-2.1791666666668554 57.185416666665944),2159.8384582987237,46.0,56.0,56.0
